trade_dt,000001.sz,000002.sz,000004.sz,000005.sz,000006.sz,000007.sz,000008.sz,000009.sz,000010.sz,000011.sz,000012.sz,000014.sz,000016.sz,000017.sz,000018.sz,000019.sz,000020.sz,000021.sz,000023.sz,000025.sz,000026.sz,000027.sz,000028.sz,000029.sz,000030.sz,000031.sz,000032.sz,000034.sz,000035.sz,000036.sz,000037.sz,000038.sz,000039.sz,000040.sz,000042.sz,000045.sz,000046.sz,000048.sz,000049.sz,000050.sz,000055.sz,000056.sz,000058.sz,000059.sz,000060.sz,000061.sz,000062.sz,000063.sz,000065.sz,000066.sz,000068.sz,000069.sz,000070.sz,000078.sz,000088.sz,000089.sz,000090.sz,000096.sz,000099.sz,000100.sz,000150.sz,000151.sz,000153.sz,000155.sz,000156.sz,000157.sz,000158.sz,000159.sz,000166.sz,000301.sz,000333.sz,000338.sz,000400.sz,000401.sz,000402.sz,000403.sz,000404.sz,000407.sz,000408.sz,000409.sz,000410.sz,000411.sz,000413.sz,000415.sz,000416.sz,000417.sz,000418.sz,000419.sz,000420.sz,000421.sz,000422.sz,000423.sz,000425.sz,000426.sz,000428.sz,000429.sz,000430.sz,000488.sz,000498.sz,000501.sz
2018-01-02,871.1825,4318.09,90.58,38.46,327.21,138.0,192.96,53.33,57.97,57.33,170.8,57.97,124.5583,16.58,41.4,49.25,24.84,135.38,53.96,71.83,81.11,80.16,234.13,24.16,18.17,111.04,41.22,63.95,30.99,64.67,39.61,59.87,539.48,60.29,208.83,28.66,235.61,118.56,212.51,162.93,55.52,62.1,23.73,14.97,266.45,161.49,112.76,575.93,179.38,77.87,11.6,314.81,26.85,118.4986,55.7,59.72,42.46,34.66,33.95,11.33,61.31,32.73,44.03,9.45,11.17,289.12,23.32,16.76,7.51,11.54,241.31,148.74,100.19,52.97,370.58,125.25,20.67,84.02,100.57,11.29,29.47,50.48,42.01,119.4,67.36,128.51,189.9,84.57,19.95,41.27,60.18,576.77,172.94,167.33,50.5,25.43,39.44,93.26,17.93,102.68
2018-01-03,895.9802,4462.25,91.11,40.31,327.21,138.0,193.4,53.69,58.94,57.94,175.72,58.88,125.9971,16.87,41.07,49.25,25.37,135.38,54.86,73.09,81.03,80.56,240.46,24.16,18.19,111.04,42.29,63.95,30.99,67.26,39.84,59.73,541.14,59.65,211.4,28.75,238.76,118.68,212.45,164.91,56.35,62.1,23.99,15.8,269.29,163.18,113.82,562.51,180.77,75.95,12.26,329.99,26.71,119.3034,56.14,60.06,43.64,34.92,34.37,11.39,60.67,33.28,44.14,9.66,11.17,294.97,23.64,16.98,7.48,11.76,243.07,154.44,100.49,52.97,375.89,125.93,20.67,84.45,100.51,11.83,29.61,51.92,42.63,122.7,67.93,128.35,188.23,85.55,20.07,41.67,61.22,586.63,173.69,169.86,50.25,25.49,39.76,97.42,18.49,104.8
2018-01-04,869.2248,4497.95,96.72,39.57,327.21,138.0,192.3,55.16,59.8,58.42,180.02,59.04,127.6414,16.95,43.06,49.25,26.19,134.96,55.04,73.62,81.11,80.96,235.22,24.16,18.15,111.04,42.04,63.95,30.99,66.4,40.57,61.65,534.74,59.44,214.89,29.07,242.24,118.03,221.56,164.09,56.9,62.1,24.18,16.36,262.9,162.13,115.74,574.19,181.06,76.06,12.26,332.21,27.19,120.1081,57.45,59.99,43.89,35.26,34.86,11.62,60.75,33.57,44.87,9.72,11.17,293.67,24.61,17.21,7.49,11.72,240.75,152.84,102.23,52.97,375.56,127.32,20.67,85.0,102.67,12.97,29.7,51.59,42.72,124.35,70.29,129.65,186.23,85.55,20.14,41.73,61.81,596.48,174.06,173.24,50.5,25.49,40.13,96.69,18.47,106.59
2018-01-05,862.0465,4528.16,94.4,39.48,327.21,138.0,191.41,56.12,59.04,58.45,177.97,59.64,129.6968,16.87,42.19,49.25,25.63,135.51,55.38,73.54,80.46,81.22,232.89,24.16,18.17,111.04,42.21,63.95,30.99,66.11,40.69,60.67,536.16,58.83,214.89,29.07,239.08,118.56,223.63,164.09,57.45,62.1,24.15,16.84,267.63,162.34,115.31,579.4,186.22,77.66,12.24,335.18,27.19,121.114,59.28,59.58,43.64,36.95,34.86,11.59,60.33,33.47,44.92,9.78,11.17,292.37,24.05,17.27,7.45,11.83,247.54,154.8,101.4,52.97,372.24,127.99,20.54,84.78,102.67,13.55,30.42,52.03,43.62,123.32,69.81,129.65,186.57,86.52,20.26,41.8,62.55,599.07,173.32,174.59,50.62,25.4,39.94,98.32,18.89,107.11
2018-01-08,864.6568,4820.6,93.92,39.76,327.21,138.0,188.33,55.38,60.66,60.36,180.02,65.66,129.0802,17.12,41.53,49.25,26.45,134.28,55.65,73.43,80.39,81.62,232.42,24.16,18.21,111.04,42.45,63.95,30.99,71.86,40.57,60.99,528.81,59.22,232.55,29.45,247.29,121.15,224.06,162.19,58.27,62.1,23.99,16.7,265.27,168.03,115.16,568.35,186.42,76.48,12.35,351.84,27.51,122.7235,58.62,59.99,45.37,36.05,35.49,11.45,60.15,34.05,45.87,9.88,11.17,296.27,24.28,17.37,7.48,11.78,247.97,151.77,101.63,52.97,390.84,126.1,20.64,84.34,108.63,13.03,30.07,50.78,42.77,123.73,70.0,130.3,184.96,86.24,20.33,42.0,62.99,600.98,177.41,170.54,50.86,25.8,40.22,98.37,18.97,107.17
2018-01-09,845.7323,4892.0,92.82,40.31,327.21,138.0,186.78,55.38,67.56,60.19,183.91,71.79,130.519,16.95,41.13,49.25,26.08,133.18,56.94,73.24,81.18,81.35,233.47,24.16,18.39,111.04,42.53,63.95,30.99,72.94,39.84,59.96,545.41,60.51,250.08,29.42,254.56,122.93,220.97,168.37,58.54,62.1,23.92,16.95,277.1,165.29,114.35,561.56,184.93,75.31,12.42,352.96,27.08,121.7176,58.18,60.47,45.54,35.68,35.72,11.3,60.13,33.92,46.87,9.88,11.17,302.76,24.17,17.4,7.54,12.68,248.4,159.96,101.63,52.97,391.5,125.21,21.0,86.85,108.17,12.86,30.8,51.21,42.63,123.94,68.96,131.93,185.38,85.13,20.39,41.73,62.99,600.98,180.38,179.82,50.38,25.68,40.08,102.81,18.71,108.65
2018-01-10,850.9528,4887.88,93.59,40.68,327.21,138.0,187.22,54.79,64.65,59.95,180.63,69.32,129.9024,16.87,41.66,49.25,25.86,132.49,56.57,73.0,80.67,80.96,233.04,24.16,18.37,111.04,41.96,63.95,30.99,76.03,39.78,59.36,535.69,59.22,245.82,29.92,250.77,122.75,217.24,168.95,58.18,62.1,23.7,17.31,270.0,164.23,113.48,572.77,180.86,75.52,12.63,355.18,27.08,122.12,57.89,60.47,45.96,35.74,35.53,11.68,59.97,33.84,46.26,9.59,11.17,301.46,24.28,17.27,7.49,12.65,256.09,158.36,100.79,52.97,391.5,127.07,20.74,86.19,109.93,12.69,29.79,51.75,42.1,123.32,68.49,130.63,203.16,85.13,20.14,41.47,62.4,611.7,175.92,180.67,50.13,25.8,39.94,102.31,18.47,111.67
2018-01-11,875.098,4881.02,90.83,39.85,327.21,138.0,185.46,51.64,64.22,59.0,180.22,67.49,130.519,16.61,41.13,49.25,25.31,140.73,55.75,72.34,78.02,81.09,237.27,24.16,18.23,111.04,42.0,63.95,30.99,73.51,39.33,57.73,531.18,58.79,245.82,29.19,248.24,120.98,211.49,164.91,57.35,62.1,23.73,16.78,268.82,164.87,113.58,562.03,181.06,73.92,12.74,348.88,26.54,121.3152,57.23,59.79,46.09,35.98,34.97,11.65,58.44,33.42,46.03,9.48,11.17,299.51,25.78,17.14,7.45,12.72,257.89,157.83,98.14,52.97,387.52,126.52,20.44,87.61,106.58,12.43,29.47,52.86,41.56,122.5,68.4,129.0,201.75,85.96,20.39,41.87,61.22,611.41,175.92,177.8,50.86,25.68,39.9,100.57,18.12,109.87
2018-01-12,877.7083,4819.23,89.81,39.67,327.21,138.0,189.21,51.86,62.6,59.34,181.66,66.79,136.8908,16.77,41.27,49.25,25.58,160.09,54.33,72.45,78.23,81.22,235.6,24.16,18.21,111.04,41.67,63.95,30.99,72.58,39.61,59.01,531.89,55.36,245.82,28.96,247.61,118.74,213.04,164.91,58.09,62.1,24.12,16.64,273.31,165.29,114.44,571.35,183.05,77.87,12.4,346.29,28.83,119.7057,57.38,59.72,45.41,35.61,35.27,11.56,59.85,33.49,45.65,9.5,11.17,296.91,24.46,17.17,7.47,12.89,256.22,154.98,99.13,52.97,384.53,123.56,20.35,85.65,109.14,12.62,29.81,52.13,42.59,125.59,69.25,129.49,203.16,86.1,20.45,41.6,61.81,609.4,169.6,177.12,50.62,25.52,39.99,100.12,18.28,109.16
2018-01-15,881.6237,4920.83,90.14,40.31,327.21,138.0,192.08,51.79,63.14,60.63,178.18,74.75,137.5074,16.74,41.13,49.25,25.1,152.54,54.51,72.11,77.73,81.22,236.57,24.16,18.19,111.04,41.31,63.95,30.99,71.43,39.55,57.64,527.63,56.52,246.6,29.04,250.13,119.09,210.86,161.45,57.45,62.1,24.5,16.65,270.47,165.29,112.76,563.77,178.78,76.8,12.58,352.96,27.65,121.7176,58.18,59.03,45.96,35.63,34.86,11.68,59.15,33.36,45.76,9.33,11.17,295.62,24.28,17.08,7.45,13.09,263.52,155.69,98.14,58.27,389.18,123.27,20.31,83.8,107.32,12.69,30.28,50.93,42.28,125.18,68.87,130.46,204.71,85.27,20.45,41.34,61.81,613.23,170.71,176.45,51.47,25.3,39.62,100.51,18.12,109.1
2018-01-16,924.6934,5011.45,86.52,39.11,327.21,138.0,185.02,49.51,57.97,60.19,177.15,70.01,131.3412,16.36,39.81,49.25,24.63,157.21,52.21,70.61,76.0,79.77,236.42,24.16,17.7,111.04,40.16,63.95,30.99,71.14,37.69,56.72,510.55,57.25,230.74,28.25,250.13,117.55,202.5,157.74,55.62,62.1,23.86,16.09,265.5,160.65,109.64,569.45,175.51,75.2,12.47,357.03,28.22,120.7117,57.96,59.31,46.39,34.95,33.88,12.0,57.34,33.02,46.42,8.79,11.17,293.02,23.44,16.54,7.37,12.7,262.15,153.02,95.41,58.39,392.16,120.15,19.39,82.93,101.59,13.37,29.53,51.14,40.8,119.6,66.89,127.69,205.42,81.78,19.69,40.54,59.89,606.44,171.09,169.02,49.89,24.89,41.7,98.71,17.53,105.44
2018-01-17,935.1345,5420.61,87.58,39.76,327.21,138.0,187.22,49.73,56.78,61.85,180.43,76.36,131.7523,16.45,40.67,49.25,24.72,142.79,53.64,71.81,76.08,80.3,242.9,24.16,17.67,111.04,39.05,63.95,30.99,74.73,38.14,56.15,519.8,57.93,235.64,28.14,250.13,117.2,195.41,159.06,55.8,62.1,24.12,16.25,262.19,162.76,110.56,614.13,171.44,75.52,12.56,375.92,28.28,120.3093,57.67,59.72,47.74,35.37,33.95,11.86,57.92,32.51,45.87,8.84,11.17,297.56,23.67,16.54,7.44,12.65,262.15,160.32,93.44,56.85,414.74,121.25,19.03,83.36,101.08,13.25,29.61,52.51,41.07,120.64,68.02,129.65,207.42,82.2,19.76,40.67,60.18,620.98,176.29,168.85,50.98,25.08,39.9,102.76,17.98,109.8
2018-01-18,939.7025,5437.08,88.1,39.11,327.21,138.0,184.8,49.81,56.89,61.41,179.81,74.26,130.7245,16.34,40.67,49.25,24.74,136.61,53.16,71.43,76.36,80.56,246.08,24.16,17.92,111.04,38.56,63.95,30.99,72.22,38.87,54.52,509.37,56.99,225.33,28.02,250.13,124.58,199.73,159.8,56.62,62.1,23.8,16.06,262.19,162.97,111.23,584.45,173.72,74.67,12.35,375.92,28.34,120.1081,59.79,60.41,46.89,35.37,34.14,11.45,57.88,33.92,45.59,9.16,11.17,295.62,23.32,16.57,7.66,12.52,253.55,161.39,92.08,54.89,404.12,128.63,19.0,81.62,98.35,13.14,29.47,52.28,40.44,120.64,68.59,130.63,200.96,82.34,19.63,40.54,60.63,614.28,169.97,162.6,50.74,25.46,39.71,100.4,17.74,111.92
2018-01-19,965.8054,5471.41,87.45,39.29,327.21,138.0,184.58,49.73,59.04,61.48,184.32,75.23,139.5628,16.26,41.47,49.25,24.82,135.24,53.9,72.13,76.22,80.69,248.41,24.16,18.08,111.04,39.3,63.95,30.99,72.29,37.4,55.95,518.14,57.38,229.45,28.31,250.13,121.1,198.56,156.75,57.26,62.1,26.59,16.56,263.61,164.02,109.64,577.35,182.75,75.1,12.42,374.44,28.14,120.7117,60.95,61.16,46.68,35.21,34.4,11.36,57.72,33.15,45.03,9.12,11.17,303.41,23.11,16.54,7.63,12.74,253.34,162.1,93.52,55.51,403.79,133.14,19.16,82.6,98.87,13.53,28.98,52.46,40.26,120.64,68.12,131.28,203.72,82.89,19.76,40.61,61.07,625.29,173.69,163.95,50.5,25.49,39.57,104.78,18.33,113.01
2018-01-22,952.7539,5354.7,87.17,38.92,327.21,138.0,180.83,49.51,58.18,60.26,183.5,70.01,137.3019,16.36,41.07,49.25,24.56,134.55,52.08,71.26,76.22,80.56,241.23,24.16,18.3,111.04,38.81,63.95,30.99,70.42,37.4,54.64,508.66,57.08,222.62,27.96,250.13,119.92,195.68,158.89,63.12,62.1,24.63,16.05,267.63,163.18,109.74,576.24,178.38,74.78,12.31,378.88,27.97,119.7057,59.35,60.06,45.5,35.42,34.93,11.33,59.47,33.55,45.03,8.89,11.17,299.51,23.11,16.54,7.77,12.85,251.75,159.61,93.67,54.01,394.16,135.2,18.8,82.38,99.04,13.59,29.18,51.39,40.26,120.64,69.34,130.79,198.62,84.71,19.63,40.74,60.92,633.33,172.2,165.64,50.86,25.61,39.48,103.32,18.49,113.66
2018-01-23,937.0922,5492.0,87.82,38.74,327.21,138.0,181.05,50.03,57.54,60.73,188.01,69.91,139.1518,16.31,41.66,49.25,25.05,132.9,53.59,72.28,76.65,81.09,245.73,24.16,18.41,111.04,38.81,63.95,30.99,71.57,38.59,56.3,509.84,56.39,220.56,28.19,250.13,119.33,195.68,157.65,69.43,62.1,24.54,16.34,275.44,165.5,111.71,574.35,177.89,74.78,12.04,377.77,28.43,121.3152,59.71,60.61,45.84,34.97,35.31,11.24,59.65,33.79,45.09,9.09,11.17,302.11,23.87,16.54,7.77,12.94,263.78,162.64,95.11,53.93,397.81,135.29,18.93,83.91,99.77,13.76,29.64,51.9,40.62,120.64,68.87,132.58,209.42,85.96,19.88,40.8,61.51,647.39,171.09,173.58,50.74,25.86,39.67,100.79,18.44,113.53
2018-01-24,956.6694,5588.11,88.15,38.92,327.21,138.0,183.48,50.03,57.21,60.77,185.75,70.82,147.579,16.2,41.6,49.25,25.09,131.94,52.87,72.17,76.87,81.35,243.79,24.16,18.48,111.04,38.97,63.95,30.99,73.44,38.14,56.64,531.42,56.43,219.53,28.19,250.13,119.8,196.64,159.63,68.88,62.1,24.21,16.44,275.68,169.72,110.84,570.88,177.0,74.99,12.1,384.07,27.94,121.9188,60.3,61.44,46.72,35.0,35.04,11.18,59.37,34.26,45.53,9.86,11.17,302.11,24.02,16.6,7.79,12.91,268.12,164.24,94.5,53.59,404.78,131.79,19.07,86.08,99.38,13.63,29.73,52.08,40.62,120.64,68.59,131.11,208.83,86.1,19.82,40.61,61.07,653.71,177.41,180.67,50.86,26.18,39.8,102.03,18.6,112.24
2018-01-25,942.9654,5645.78,89.77,38.92,327.21,138.0,183.48,49.51,57.43,60.19,186.37,70.01,146.5513,16.28,41.33,49.25,24.96,134.0,53.93,71.53,77.3,82.01,239.68,24.16,18.48,111.04,39.99,63.95,30.99,72.0,38.03,57.58,522.17,55.79,218.75,28.31,250.13,122.87,197.92,165.98,71.17,62.1,24.25,16.58,275.21,169.08,112.67,583.19,180.37,75.95,12.13,388.14,27.97,122.12,60.44,63.91,46.47,35.21,35.46,11.13,59.61,34.21,46.48,9.67,11.17,300.16,24.52,16.76,7.89,12.96,261.29,161.21,95.41,53.74,403.79,131.7,19.39,85.65,96.94,13.5,30.07,51.64,40.62,120.64,68.3,131.44,205.25,86.66,19.82,40.8,60.63,644.04,176.29,188.94,50.74,26.52,40.08,100.0,18.47,110.96
2018-01-26,925.3459,5492.0,88.23,39.02,327.21,138.0,181.93,50.1,57.32,59.95,183.5,68.08,150.6621,16.36,41.2,49.25,24.84,134.14,52.93,72.06,77.94,82.01,239.87,24.16,18.37,111.04,39.54,63.95,30.99,73.73,38.08,56.04,528.1,55.53,218.75,28.25,250.13,119.86,196.21,164.09,74.73,62.1,24.18,16.83,275.68,168.03,111.8,563.61,178.78,75.74,11.97,392.58,28.97,121.5164,60.22,63.43,46.0,35.37,35.76,11.07,60.05,34.03,46.31,9.67,11.17,302.11,24.08,16.89,7.73,12.87,263.44,159.96,95.49,54.39,397.81,132.04,19.56,84.56,97.16,13.57,30.68,51.26,40.53,120.64,68.12,131.44,205.02,86.52,20.07,40.74,64.47,635.72,181.13,192.49,50.98,26.65,40.17,100.96,18.25,111.09
2018-01-29,916.8625,5544.18,86.48,39.2,327.21,138.0,182.81,49.37,57.86,61.14,187.6,67.76,138.7407,16.31,41.0,49.25,24.81,134.55,53.14,70.64,76.72,81.88,243.95,24.16,18.35,111.04,39.05,63.95,30.99,79.77,37.69,55.55,537.11,54.37,219.65,28.4,250.13,132.13,196.32,163.01,73.0,62.1,23.83,16.83,283.49,167.82,112.91,549.4,178.29,77.66,11.76,401.84,29.14,119.9069,61.61,63.7,47.69,35.37,36.1,10.66,60.21,34.29,46.15,9.74,11.17,300.81,25.93,17.02,7.8,12.72,266.32,160.68,94.43,55.66,406.11,131.96,19.39,84.45,95.35,13.46,30.85,50.93,40.44,120.64,67.74,131.28,205.13,85.41,20.07,40.67,62.85,636.39,182.24,198.4,50.38,26.74,40.36,102.64,18.33,111.54
2018-01-30,894.0225,5217.4,86.89,38.65,327.21,138.0,181.93,48.63,57.97,59.07,184.93,68.19,136.2742,16.18,40.2,49.25,24.07,132.35,52.61,70.19,76.72,81.22,229.47,24.16,18.39,111.04,37.82,63.95,30.99,77.97,37.52,55.7,529.29,55.7,212.05,27.2,250.13,128.35,190.14,156.01,72.72,62.1,23.47,16.76,279.23,165.92,112.76,492.88,171.64,76.27,11.58,387.4,28.2,118.4986,60.44,62.4,46.81,35.16,34.93,10.51,61.13,33.92,45.03,9.36,11.17,293.02,24.96,17.02,7.82,12.87,255.36,160.86,93.06,54.93,399.14,129.51,19.03,84.12,91.83,13.4,30.25,50.99,39.46,120.64,66.23,129.16,193.85,84.85,19.69,40.27,62.25,623.28,171.46,194.68,50.01,26.24,40.13,105.51,18.17,108.2
2018-01-31,887.4968,5026.56,86.4,38.09,327.21,138.0,181.71,48.56,53.98,58.08,179.61,67.81,139.1518,15.91,39.81,49.25,23.74,127.82,51.31,70.14,77.73,81.35,232.77,24.16,18.17,111.04,36.96,63.95,30.99,76.89,37.46,54.49,507.71,55.66,212.18,26.7,250.13,126.29,191.21,152.54,72.08,62.1,23.41,16.87,273.31,165.29,110.8,490.36,173.03,76.8,11.63,378.51,27.94,119.5045,60.22,62.33,47.15,35.66,35.12,10.54,62.09,34.16,44.98,9.3,11.17,292.37,24.49,17.4,7.65,12.76,250.68,158.36,93.37,53.97,385.86,129.47,19.0,83.58,93.76,13.16,30.33,50.6,37.67,120.64,66.42,130.3,195.82,85.13,19.69,40.21,56.78,624.91,169.6,197.21,50.13,26.05,40.4,103.99,18.36,111.73
2018-02-01,910.3368,5148.75,82.09,37.16,327.21,138.0,182.37,46.65,50.42,57.33,178.18,64.53,142.646,15.67,37.62,49.25,21.72,122.61,49.96,67.89,77.51,80.43,229.59,24.16,17.99,111.04,34.83,63.95,30.99,80.2,36.55,55.49,508.89,54.29,215.4,26.5,250.13,122.98,183.54,141.82,80.95,62.1,22.77,16.53,280.65,158.12,106.53,473.62,170.65,76.7,11.47,379.25,26.48,116.8891,58.84,61.85,46.0,35.5,34.25,10.43,61.41,32.49,43.37,8.94,11.17,291.72,23.73,16.79,7.51,12.52,257.85,156.4,89.88,53.55,390.84,127.82,18.38,83.04,91.03,12.73,28.31,50.2,36.42,120.64,62.93,131.44,202.03,83.31,19.44,39.54,51.16,629.69,170.71,202.11,48.43,26.24,40.27,102.92,17.88,111.09
2018-02-02,907.7265,5011.45,79.16,36.14,327.21,138.0,180.39,43.72,46.98,55.16,169.57,59.1,138.124,14.84,35.16,49.25,20.02,111.76,45.21,64.07,76.87,78.58,226.68,24.16,17.2,111.04,32.99,63.95,30.99,76.82,33.33,52.78,485.65,49.31,211.15,24.01,250.13,120.51,175.23,138.69,75.1,62.1,21.03,15.7,267.63,148.84,103.17,457.84,162.01,71.26,10.99,370.36,24.88,112.6642,56.21,59.79,44.19,36.05,32.26,9.87,59.13,29.25,40.75,8.47,11.17,282.62,23.17,15.33,7.41,12.13,253.34,153.55,85.86,49.59,380.54,126.39,17.72,79.88,90.69,11.55,26.64,45.91,34.67,120.64,56.61,123.46,199.72,80.94,18.61,37.55,45.99,617.25,163.65,194.51,45.16,25.8,37.31,101.13,17.58,108.13
2018-02-05,900.5482,5052.64,78.43,35.12,327.21,138.0,170.91,42.91,46.76,53.8,171.01,56.46,136.0686,14.57,35.16,49.25,19.52,111.49,44.7,61.3,75.5,76.73,223.57,24.16,16.8,111.04,33.15,63.95,30.99,72.87,31.97,53.44,480.2,49.7,204.44,23.16,250.13,130.42,174.65,133.66,74.92,62.1,20.26,15.92,279.23,144.21,102.73,445.52,161.52,70.4,10.83,370.73,24.88,110.25,55.48,61.44,42.75,36.48,31.1,9.99,60.09,28.96,39.97,8.39,11.17,280.02,21.47,14.47,7.42,12.09,253.17,157.47,86.09,48.78,371.24,122.76,17.23,72.04,91.09,11.22,25.48,46.8,34.72,120.64,56.98,122.64,197.57,80.38,18.74,37.28,43.77,612.46,164.02,199.07,45.03,25.65,36.94,101.24,17.42,107.24
2018-02-06,928.6088,4933.19,79.0,34.85,327.21,138.0,167.82,43.13,45.79,54.31,168.96,55.76,135.6575,15.02,35.16,49.25,19.25,110.25,41.64,62.58,76.87,75.94,217.55,24.16,16.82,111.04,32.82,63.95,30.99,72.36,31.97,53.21,472.14,50.6,199.93,23.1,250.13,138.98,173.37,129.7,72.08,62.1,20.29,16.0,278.05,142.73,101.15,449.94,156.76,70.72,10.6,368.14,24.9,112.6642,55.56,61.78,42.88,36.13,30.83,10.02,59.33,27.87,39.47,8.68,11.17,282.62,21.0,14.03,7.42,12.26,239.37,157.47,84.88,48.4,375.89,121.03,17.49,71.83,91.32,11.59,26.93,47.61,34.89,120.64,54.72,120.53,193.23,79.55,18.48,36.62,43.03,596.2,167.37,196.54,43.7,25.4,37.36,106.75,17.77,105.69
2018-02-07,927.9562,5001.84,80.42,34.01,327.21,138.0,167.6,40.34,43.42,52.81,164.45,52.81,125.586,14.03,35.16,49.25,18.04,109.15,39.68,59.31,76.36,75.01,213.48,24.16,16.51,111.04,32.99,63.95,30.99,69.99,33.1,53.69,446.05,50.94,194.65,21.81,250.13,149.89,171.93,126.57,69.98,62.1,19.65,15.72,276.86,138.51,94.05,460.99,151.8,68.06,10.23,374.07,24.33,110.4512,53.37,61.02,42.29,35.9,28.8,9.93,59.99,25.99,38.14,8.97,11.17,280.67,20.68,13.52,7.49,12.63,242.38,157.83,82.61,46.29,372.24,119.22,16.9,68.02,89.67,11.72,27.01,47.23,34.72,120.64,50.1,114.5,192.47,76.06,18.55,35.02,44.21,596.2,167.74,200.76,43.46,25.3,35.93,107.42,17.58,104.6
2018-02-08,837.2488,4530.9,80.55,33.83,327.21,138.0,168.48,39.54,43.85,51.21,160.97,51.57,117.7754,13.92,35.16,49.25,17.89,108.05,38.86,58.93,75.43,74.62,215.81,24.16,16.55,111.04,31.68,63.95,30.99,67.33,32.37,53.21,431.59,48.97,194.65,21.46,250.13,147.24,169.86,127.06,68.79,62.1,19.29,15.47,260.54,138.09,91.84,454.05,146.34,66.46,9.78,331.84,23.62,109.8476,52.35,59.58,41.44,36.48,28.88,9.78,59.53,25.19,38.47,8.89,11.17,277.42,20.33,13.42,7.28,12.96,226.05,148.39,81.17,46.25,354.64,118.93,16.93,66.82,85.75,11.8,26.49,47.51,34.4,120.64,47.93,116.29,176.35,73.96,18.42,34.69,43.92,580.31,162.16,177.63,43.21,24.93,35.79,102.25,17.63,104.09
2018-02-09,788.306,4324.95,79.85,34.1,327.21,138.0,168.26,41.59,43.1,50.33,159.54,51.62,115.72,14.03,35.16,49.25,18.08,108.6,38.6,59.25,72.7,73.56,211.34,24.16,16.53,111.04,31.55,63.95,30.99,65.39,32.54,52.92,422.34,48.5,192.71,21.46,250.13,141.93,170.39,125.25,68.15,62.1,19.17,14.92,244.92,138.72,90.69,454.52,145.84,65.6,9.53,314.81,23.19,109.4452,51.11,56.84,40.64,36.74,28.58,9.99,57.12,25.49,38.97,9.0,11.17,275.47,20.59,13.39,7.2,12.65,223.26,142.69,81.39,44.25,348.66,115.97,16.7,63.77,85.93,11.46,25.39,46.7,34.22,120.64,46.7,118.57,185.1,73.96,18.55,34.82,43.77,572.85,152.49,172.56,43.33,24.42,35.24,97.31,17.58,102.48
2018-02-12,768.7289,4315.34,81.11,33.73,327.21,138.0,166.72,41.15,43.21,48.29,156.26,49.63,114.8978,13.9,35.16,49.25,17.94,108.33,39.28,60.25,69.04,73.69,207.54,24.16,16.13,111.04,30.45,63.95,30.99,64.67,30.61,52.95,412.62,49.31,187.82,21.64,250.13,141.51,171.29,125.5,67.87,62.1,19.23,14.59,229.54,133.45,87.33,457.68,139.79,64.75,9.62,308.51,23.22,107.4334,49.65,56.08,39.41,36.82,28.35,9.81,52.31,25.41,38.25,8.81,11.17,270.93,21.0,13.49,7.0,12.35,223.39,139.48,82.83,42.87,338.04,117.24,16.54,60.94,84.85,11.16,25.08,48.19,34.18,120.64,46.23,118.9,181.15,74.52,18.17,33.69,42.29,566.34,150.63,165.47,42.36,23.86,34.64,91.07,16.88,100.75
2018-02-13,774.602,4432.05,82.5,34.85,327.21,138.0,170.24,42.03,44.71,49.85,157.9,57.22,118.8031,14.16,35.16,49.25,18.57,111.21,39.6,60.59,71.84,73.82,209.52,24.16,16.38,111.04,30.98,63.95,30.99,65.9,31.07,53.38,427.56,50.47,195.16,22.13,250.13,139.86,181.57,132.51,69.52,62.1,19.65,14.72,234.98,134.72,90.69,469.84,143.66,67.42,9.85,314.81,24.13,109.8476,50.38,56.42,39.84,36.79,29.25,10.02,52.87,26.04,39.2,9.8,11.17,275.47,21.56,13.83,6.98,12.68,236.54,143.4,83.97,43.37,338.37,121.88,16.9,62.79,88.54,11.48,25.65,50.63,35.25,120.64,47.74,120.2,200.65,74.66,18.61,33.89,44.66,598.11,153.23,169.19,44.31,24.21,35.56,94.39,17.18,102.55
2018-02-14,780.4751,4513.05,81.64,34.57,327.21,138.0,169.58,41.08,44.39,50.84,158.72,53.02,117.981,14.16,35.16,49.25,18.38,112.17,40.05,60.23,72.41,73.96,213.32,24.16,16.33,111.04,31.31,63.95,30.99,64.96,31.52,53.86,425.18,50.22,194.0,21.87,250.13,135.55,178.59,131.52,67.51,62.1,19.71,14.72,237.82,133.88,90.5,470.15,145.64,66.67,9.69,315.55,23.87,110.6524,51.47,57.32,40.47,36.05,29.22,9.87,53.11,25.64,39.09,9.41,11.17,274.82,21.82,13.71,6.92,13.31,238.99,144.47,83.59,43.6,336.71,120.36,16.9,64.75,88.65,11.29,26.55,49.08,34.89,120.64,47.45,120.53,197.09,73.68,18.48,34.16,43.62,597.73,152.49,182.36,43.82,24.55,36.25,93.82,17.18,102.42
