trade_dt,000001.sz,000002.sz,000004.sz,000005.sz,000006.sz,000007.sz,000008.sz,000009.sz,000010.sz,000011.sz,000012.sz,000014.sz,000016.sz,000017.sz,000018.sz,000019.sz,000020.sz,000021.sz,000023.sz,000025.sz,000026.sz,000027.sz,000028.sz,000029.sz,000030.sz,000031.sz,000032.sz,000034.sz,000035.sz,000036.sz,000037.sz,000038.sz,000039.sz,000040.sz,000042.sz,000045.sz,000046.sz,000048.sz,000049.sz,000050.sz,000055.sz,000056.sz,000058.sz,000059.sz,000060.sz,000061.sz,000062.sz,000063.sz,000065.sz,000066.sz,000068.sz,000069.sz,000070.sz,000078.sz,000088.sz,000089.sz,000090.sz,000096.sz,000099.sz,000100.sz,000150.sz,000151.sz,000153.sz,000155.sz,000156.sz,000157.sz,000158.sz,000159.sz,000166.sz,000301.sz,000333.sz,000338.sz,000400.sz,000401.sz,000402.sz,000403.sz,000404.sz,000407.sz,000408.sz,000409.sz,000410.sz,000411.sz,000413.sz,000415.sz,000416.sz,000417.sz,000418.sz,000419.sz,000420.sz,000421.sz,000422.sz,000423.sz,000425.sz,000426.sz,000428.sz,000429.sz,000430.sz,000488.sz,000498.sz,000501.sz
2019-09-25,1018.5991,3872.07,80.55,30.58,189.17,68.5,85.76,40.57,37.5,37.22,116.97,55.46,95.4138,13.57,6.85,26.38,20.16,174.47,36.67,59.88,58.52,81.08,182.45,24.16,16.08,99.0,50.54,51.06,27.12,46.06,78.65,38.94,300.43,23.48,123.72,24.3,146.61,144.82,237.67,125.26,46.52,23.35,29.97,9.46,153.11,113.17,113.47,538.35,135.53,156.89,9.76,288.49,45.54,69.8521,44.22,78.67,37.86,28.14,28.77,11.7,22.48,28.21,35.61,6.43,10.25,408.33,16.06,21.97,6.93,12.0,234.68,223.2,67.9,60.93,278.72,131.96,13.27,38.09,50.79,12.6,19.21,33.7,25.81,77.82,54.64,77.54,,64.0,14.86,31.12,42.59,316.17,173.52,99.73,32.77,27.28,25.46,45.11,13.7,67.22
2019-09-26,1062.8278,3873.55,77.13,29.66,185.99,70.49,83.52,40.13,36.42,36.5,114.86,54.53,92.5947,13.44,6.85,26.26,20.15,168.72,35.53,58.08,58.6,79.73,178.78,24.16,15.98,96.72,49.42,51.06,27.58,45.73,79.5,38.04,295.27,23.09,121.34,23.04,146.61,147.47,236.04,121.18,45.84,22.55,29.06,9.39,152.0,111.68,111.46,537.72,132.8,157.21,9.69,288.9,46.69,68.8279,43.48,78.25,37.15,27.93,28.73,11.29,22.91,27.61,35.33,6.38,10.04,410.46,16.47,21.33,6.96,11.84,231.03,222.43,67.37,61.41,275.87,135.84,13.0,37.22,49.49,12.11,21.38,34.11,25.12,76.98,54.83,77.02,,63.71,14.8,30.09,42.73,309.83,174.66,93.46,32.05,27.21,25.6,45.11,13.51,67.35
2019-09-27,1062.1576,3889.88,75.91,29.1,181.38,68.75,77.49,39.78,35.56,35.24,111.69,52.26,89.9925,12.77,6.58,25.15,19.11,151.22,34.62,55.65,57.16,79.19,171.25,24.16,15.88,95.44,46.89,47.56,27.16,45.4,76.16,35.73,294.36,22.57,119.36,21.64,144.28,147.06,214.9,116.36,44.77,21.94,27.17,9.31,149.77,111.47,105.37,513.25,129.01,141.75,9.21,291.33,41.6,68.0085,42.45,77.97,36.31,26.39,27.83,11.17,20.74,27.09,34.31,6.16,9.72,406.2,16.09,21.11,6.86,11.66,230.17,215.72,65.76,60.54,273.36,134.99,12.81,37.11,47.96,12.21,19.53,32.47,24.75,75.73,53.21,76.51,,61.69,14.29,29.54,41.85,306.2,172.0,91.94,31.32,27.18,25.05,44.18,13.26,66.1
2019-09-30,1055.4563,3854.26,76.52,29.29,180.32,69.42,77.72,39.95,36.2,34.99,112.75,51.82,91.5105,13.17,6.38,25.32,19.74,159.9,35.34,55.92,59.36,78.24,170.85,24.16,15.52,96.15,47.67,49.73,26.89,45.51,78.94,35.93,307.41,22.66,122.13,21.67,144.95,151.78,227.59,117.1,45.16,22.13,27.66,9.33,151.63,110.4,106.37,520.83,132.19,143.81,9.39,287.28,42.4,68.2133,42.97,76.49,36.8,26.95,28.05,10.99,21.22,26.98,34.65,6.26,9.75,401.94,15.94,21.04,6.89,11.57,230.62,217.25,65.15,60.27,273.01,138.2,12.87,37.22,48.69,12.15,19.07,34.47,26.59,75.94,53.59,76.68,,62.56,14.48,29.54,42.59,306.3,169.71,92.45,32.05,27.25,24.86,44.18,13.35,66.23
2019-10-08,1045.4043,3860.19,75.99,29.66,178.55,69.33,76.82,40.22,36.2,34.81,112.49,50.96,91.9442,12.88,6.38,25.03,19.69,158.08,34.94,55.49,62.69,78.24,171.09,24.16,15.65,96.3,47.18,47.8,26.29,45.73,77.58,35.79,308.92,22.05,122.0,21.46,143.62,150.25,224.39,118.52,45.06,21.71,27.4,9.28,149.77,112.11,103.51,512.62,128.56,142.18,9.23,285.66,41.6,67.8036,43.11,77.76,36.31,26.53,28.13,11.02,21.97,27.2,34.82,6.26,9.61,409.75,15.91,20.44,6.83,11.59,231.98,214.95,65.92,60.19,274.08,138.37,12.84,37.0,48.13,12.04,19.56,33.04,26.41,74.89,52.82,75.99,,61.98,14.1,29.88,43.18,306.91,168.95,89.23,31.8,27.43,24.68,43.99,13.07,66.04
2019-10-09,1078.9109,3886.91,76.52,29.19,178.19,70.0,76.6,40.31,36.74,35.24,112.22,50.79,91.2936,12.72,6.18,25.07,19.41,153.46,36.65,55.92,59.51,79.19,171.84,24.16,15.32,99.42,46.85,47.62,27.07,45.95,77.01,35.44,308.01,22.05,121.47,21.28,143.95,146.77,213.06,116.19,44.97,21.71,26.91,9.35,150.14,110.83,105.73,497.31,126.59,135.7,9.32,289.3,40.29,68.4182,43.26,75.79,36.45,26.47,27.98,10.83,21.57,26.92,34.76,6.22,9.63,426.79,16.38,20.44,6.79,11.46,235.77,211.5,67.98,62.82,274.44,142.5,12.74,37.22,48.18,12.26,18.2,34.88,24.98,74.47,52.34,76.16,,63.86,14.1,29.88,42.29,300.76,170.86,91.94,31.56,27.28,23.98,43.9,13.24,67.22
2019-10-10,1090.3031,3984.86,76.12,29.75,181.74,70.16,76.38,41.02,36.42,35.17,114.07,52.53,90.6431,13.15,6.18,25.23,19.8,157.94,36.89,56.33,61.93,79.05,174.64,24.16,15.52,104.83,48.42,48.13,27.44,47.49,77.01,38.8,303.77,22.27,123.06,21.37,145.61,146.77,218.32,118.52,45.35,22.27,28.37,9.38,152.0,111.9,106.23,508.36,130.53,138.62,9.53,295.37,41.39,68.8279,43.48,75.02,37.08,26.55,28.02,10.83,21.81,27.86,35.38,6.29,9.58,427.5,16.71,20.98,6.85,11.59,236.85,214.76,75.46,61.76,281.94,141.28,12.9,37.33,49.49,12.39,19.44,35.16,24.75,74.89,52.82,76.68,,63.86,14.17,30.02,42.88,302.68,172.0,92.11,31.56,27.39,24.17,44.55,13.12,67.22
2019-10-11,1085.6122,3968.53,77.01,29.75,181.74,74.55,77.94,41.11,36.53,35.5,114.86,52.69,91.0768,13.12,6.25,25.48,20.04,158.22,37.47,56.77,62.01,80.13,174.17,24.16,15.58,106.25,49.08,48.59,28.59,47.27,79.45,37.78,304.37,22.35,124.51,21.72,146.94,146.77,222.76,119.6,45.55,22.51,28.28,9.46,153.48,112.11,107.45,522.88,130.83,140.45,11.01,294.97,41.5,69.4424,44.07,75.37,37.01,26.31,28.85,10.92,21.61,27.83,36.74,6.33,9.76,430.34,17.18,20.91,6.87,11.71,236.63,222.43,76.0,63.57,282.65,147.1,13.14,37.98,50.51,12.39,19.41,35.78,25.26,76.56,53.4,77.71,,63.71,14.36,30.64,42.88,306.0,172.38,91.6,31.68,27.6,24.26,45.11,13.4,68.34
2019-10-14,1137.2123,3999.7,76.44,30.31,183.51,80.18,79.28,41.73,36.63,35.39,118.03,52.75,92.161,13.28,6.25,25.77,20.04,157.66,37.29,57.51,61.33,82.03,174.21,24.16,15.75,108.67,49.37,48.83,28.41,47.05,81.14,37.13,313.48,22.35,126.62,21.75,149.27,146.77,220.05,120.68,45.64,22.22,27.88,9.57,154.22,114.45,111.75,529.67,131.13,138.4,12.1,296.18,41.64,71.4908,44.44,75.93,37.36,27.21,29.07,11.05,21.22,27.99,36.06,6.51,9.94,433.89,17.06,21.94,6.97,11.91,240.69,229.72,75.0,66.05,285.87,148.24,13.24,38.53,50.51,12.73,20.8,36.29,25.07,78.24,54.26,78.4,,63.86,14.55,31.25,42.88,307.21,178.85,91.6,32.05,27.6,24.35,45.76,13.65,68.08
2019-10-15,1155.976,4035.32,77.54,30.49,184.92,86.56,80.4,42.17,37.06,35.6,119.09,53.13,93.679,13.17,6.32,26.06,21.95,159.62,38.01,58.16,61.4,83.65,173.97,24.16,16.02,110.66,49.79,47.92,27.81,47.27,79.28,36.08,317.12,22.61,130.72,21.96,151.6,161.4,233.06,119.93,45.74,22.55,28.7,9.57,153.85,116.37,109.88,520.83,133.1,150.94,13.22,299.01,42.47,71.9005,44.59,74.25,37.72,27.16,29.45,11.05,21.61,27.64,36.91,6.54,10.01,427.5,17.0,21.23,7.0,12.27,242.58,235.85,75.0,65.34,287.3,144.48,13.3,39.29,49.94,12.49,19.7,35.57,24.98,81.79,54.26,78.4,,64.15,14.61,31.19,43.18,313.35,178.47,91.09,32.17,27.43,24.58,45.66,13.51,69.33
2019-10-16,1156.6461,4002.67,76.77,30.68,184.21,78.28,80.4,42.08,37.17,36.11,118.29,52.96,92.3779,13.33,6.38,26.34,20.93,154.86,38.3,60.07,61.17,82.98,174.99,24.16,15.82,109.81,50.49,45.21,27.62,46.94,78.71,36.37,307.71,22.09,128.34,22.02,150.27,141.93,226.07,116.94,45.16,22.6,26.61,9.52,153.48,116.58,109.53,508.67,131.74,148.35,10.33,295.78,41.36,71.4908,45.62,74.39,37.43,27.08,29.71,10.89,21.37,27.77,36.51,6.46,9.95,429.63,16.38,20.63,6.95,12.36,242.67,232.59,76.46,64.08,288.37,143.26,13.24,39.4,48.86,12.62,19.93,35.47,24.52,82.42,53.97,77.88,,63.57,14.48,31.46,43.47,324.93,181.51,87.71,31.8,27.71,24.4,45.2,13.65,70.58
2019-10-17,1132.5214,4036.8,78.64,31.42,183.86,75.3,79.5,42.52,36.53,35.39,118.82,51.93,91.7273,12.88,6.18,26.1,22.51,151.78,36.67,59.42,60.34,83.25,176.06,24.16,15.62,111.94,50.91,46.75,29.88,46.94,77.52,36.05,299.82,21.7,130.06,21.64,150.27,140.22,224.82,117.35,44.58,24.15,27.62,9.48,152.0,115.52,107.31,505.2,130.38,147.59,10.35,297.8,40.56,69.6472,45.54,74.81,37.36,27.29,28.73,10.83,20.51,27.47,36.57,6.38,9.96,429.63,16.06,20.21,7.03,12.22,243.85,233.94,75.46,64.16,290.87,147.81,13.17,39.07,49.49,11.98,19.9,35.96,24.11,82.0,53.68,77.54,,63.14,14.17,30.91,43.77,329.26,178.47,86.52,31.8,27.82,24.12,44.64,13.51,70.64
2019-10-18,1125.8201,4081.33,76.64,30.68,182.8,76.79,79.95,41.55,36.31,35.24,118.56,51.82,91.9442,12.69,5.91,25.81,19.32,150.24,35.85,58.79,59.58,83.25,174.4,24.16,15.49,110.52,53.15,46.84,29.93,46.83,78.48,35.32,300.12,21.53,129.92,21.69,148.27,136.26,227.21,116.11,44.29,22.88,27.1,9.44,152.74,115.73,106.02,507.57,128.86,151.92,9.8,295.37,41.15,70.2618,44.95,75.44,37.79,27.06,29.19,10.86,20.55,27.64,36.12,6.33,9.84,425.37,16.12,20.4,7.02,12.22,241.77,232.98,74.7,62.75,286.59,152.66,13.07,39.61,48.92,12.62,19.07,35.06,24.34,80.96,53.01,77.02,,62.85,14.23,31.05,44.36,334.29,178.09,86.52,31.56,28.03,24.17,44.74,13.54,70.64
2019-10-21,1101.0252,4018.99,76.6,29.38,179.96,75.38,78.16,41.02,37.17,35.06,116.97,51.01,89.342,12.85,6.05,24.99,18.78,147.02,35.29,59.61,58.83,82.71,173.65,24.16,15.02,107.82,52.07,45.87,29.15,45.62,75.26,34.5,297.39,21.27,129.0,21.2,143.95,135.2,215.34,113.28,43.61,22.36,26.35,9.33,150.51,113.81,103.37,512.46,125.83,145.43,9.94,288.9,39.49,68.8279,43.48,73.19,36.66,26.37,28.7,10.52,19.92,26.98,35.89,6.27,9.68,417.56,15.79,19.8,6.82,11.91,237.84,228.18,73.1,60.9,280.15,150.98,12.87,38.53,47.67,12.41,19.64,33.93,23.47,78.45,52.06,75.65,,61.83,14.17,30.5,44.07,338.82,176.56,85.17,30.95,28.24,23.89,43.99,13.26,69.59
2019-10-22,1133.1915,4116.95,76.4,30.03,179.61,76.46,79.5,40.75,37.6,34.13,116.97,51.34,89.7757,12.45,6.05,25.27,18.73,146.88,36.41,60.46,60.11,83.79,171.64,24.16,14.82,107.25,52.48,45.42,29.15,45.73,74.69,34.44,295.88,21.18,127.02,20.76,144.28,137.38,214.36,114.52,43.9,21.14,26.58,9.44,150.88,113.39,104.08,506.78,129.32,141.0,9.6,292.94,39.32,67.8036,43.48,72.77,36.45,25.97,28.7,10.4,19.44,27.06,35.21,6.24,9.68,418.98,16.77,19.61,6.89,11.86,242.72,227.42,72.33,61.21,281.23,150.98,12.81,37.87,48.13,12.11,19.82,34.58,23.93,77.82,52.06,75.82,,62.41,14.04,30.23,43.47,339.03,177.32,86.01,30.95,27.78,23.75,43.9,13.32,69.53
2019-10-23,1093.6538,4044.22,76.6,29.66,180.32,76.46,80.4,41.19,37.39,34.89,120.14,51.17,91.0768,12.45,6.05,25.73,18.83,148.28,36.57,60.48,61.93,83.52,183.27,24.16,14.92,106.11,53.23,46.17,29.1,45.73,76.96,34.73,298.3,21.35,127.02,21.02,144.95,136.32,216.31,115.27,44.29,21.09,26.87,9.52,150.88,118.29,105.23,506.62,128.86,151.81,9.57,291.73,39.35,68.4182,43.26,73.69,37.08,27.06,29.34,10.37,19.52,27.8,42.5,6.27,9.68,419.69,20.04,19.64,6.87,11.82,241.82,226.46,72.26,61.21,283.01,153.47,12.9,38.09,47.79,11.7,19.44,34.86,24.16,77.4,52.34,76.51,,63.14,14.1,30.29,43.92,337.92,179.23,86.69,32.17,27.96,24.08,44.36,13.35,70.05
2019-10-24,1105.7161,3970.02,76.4,29.47,179.96,77.7,78.39,41.19,39.43,34.17,119.35,50.74,90.6431,12.26,6.25,25.4,18.64,147.02,36.81,58.22,61.25,82.57,177.44,24.16,14.79,104.69,53.27,44.49,28.82,45.4,75.83,33.74,296.79,21.35,126.76,21.08,144.62,136.68,214.25,115.11,43.71,20.95,26.29,9.48,150.14,118.29,103.8,506.78,127.35,156.89,9.32,288.9,38.42,68.623,42.82,72.84,36.94,26.98,28.81,10.34,19.28,27.47,38.32,6.15,9.68,423.95,22.05,19.48,6.86,11.66,242.99,226.46,71.11,60.54,285.51,150.98,12.87,37.65,48.18,11.78,19.12,34.09,23.79,76.14,51.87,75.99,,64.0,13.97,30.29,44.51,334.39,178.85,89.4,31.8,27.96,24.21,43.99,13.21,69.79
2019-10-25,1124.4798,3978.92,75.59,29.38,180.32,73.72,79.28,42.17,38.79,34.35,118.56,50.69,89.9925,12.15,6.52,25.36,18.74,145.76,36.19,58.22,61.63,84.6,171.92,24.16,14.89,104.69,53.35,45.36,28.91,45.4,76.62,33.1,297.7,21.14,125.44,20.82,145.61,134.55,214.47,113.94,43.71,20.81,26.22,9.51,151.26,116.58,101.22,508.36,126.74,155.48,9.41,288.49,38.39,68.2133,43.11,72.56,37.29,27.82,28.88,10.4,18.93,27.22,39.56,6.19,9.68,418.27,20.69,19.48,6.86,11.79,243.62,227.24,71.57,60.03,293.02,147.77,12.9,39.07,49.94,11.46,19.27,34.29,23.7,76.98,52.34,76.85,,64.73,13.91,30.91,44.36,336.31,176.18,87.37,32.05,28.24,23.98,44.27,13.18,71.3
2019-10-28,1137.8824,4001.19,74.86,29.66,182.09,75.05,79.06,42.88,38.68,34.17,121.46,51.07,90.6431,12.18,6.11,25.44,18.83,162.42,35.47,58.03,61.4,83.92,172.47,24.16,14.99,107.25,53.23,46.84,28.64,45.51,76.22,36.72,296.18,22.14,127.15,21.05,146.61,134.49,222.22,114.19,44.0,20.62,26.84,9.56,151.63,129.37,102.08,533.93,127.8,181.22,9.51,288.9,38.94,68.8279,43.48,69.97,37.22,26.47,29.07,10.49,19.01,26.92,39.96,6.16,9.68,426.79,25.39,19.64,6.97,11.82,243.71,234.43,73.32,60.23,293.02,147.56,13.04,38.74,49.43,11.63,19.27,34.96,23.83,78.66,52.92,76.68,,65.16,14.23,30.71,44.21,335.4,179.23,87.2,32.17,28.24,24.26,45.01,13.18,69.92
2019-10-29,1118.4486,3986.34,75.83,30.21,184.21,75.21,79.95,42.52,38.68,34.53,118.56,51.72,93.4621,12.29,5.78,25.52,19.32,166.62,37.21,59.01,61.1,84.6,179.41,24.16,15.19,105.11,55.39,48.34,30.21,46.06,78.15,40.41,294.97,23.7,129.53,21.28,147.94,136.32,221.68,117.1,44.77,21.19,27.62,9.59,153.11,123.19,104.66,520.99,130.68,182.84,9.92,284.04,39.53,69.2375,43.92,70.46,37.22,26.39,29.75,10.61,19.92,27.25,39.73,6.22,9.68,427.5,25.42,19.83,7.0,12.15,243.49,233.07,74.24,60.62,289.09,147.6,13.2,39.5,49.89,11.89,19.3,33.88,24.2,77.82,54.07,77.88,,65.02,14.36,31.39,43.47,349.5,179.61,86.69,32.53,28.1,24.49,46.13,13.26,69.53
2019-10-30,1125.8201,3950.73,74.57,29.47,183.15,74.63,78.39,41.28,38.25,33.66,114.86,50.58,91.9442,11.99,5.51,25.4,19.2,151.22,35.95,57.56,60.57,82.57,184.93,24.16,14.95,103.41,54.64,47.65,29.79,45.51,75.88,34.73,292.84,21.96,130.19,20.52,144.28,143.4,211.11,113.69,43.9,20.2,25.76,9.48,150.51,117.65,102.43,526.04,128.86,163.05,9.53,281.61,38.07,68.4182,42.6,68.0,37.22,26.34,29.15,10.34,19.99,27.31,38.49,6.1,9.68,419.69,20.96,19.45,6.9,11.91,242.27,228.02,72.33,58.26,284.08,146.8,13.0,39.18,49.83,11.74,18.08,32.04,23.33,76.56,53.59,77.02,,64.87,14.17,31.12,42.88,347.38,176.94,85.51,31.92,28.1,24.08,45.11,12.96,69.13
2019-10-31,1100.3551,3955.18,72.42,28.73,184.21,75.05,76.82,40.84,38.25,33.45,114.86,49.11,89.5588,11.88,5.51,25.48,18.92,144.5,37.23,56.96,59.74,82.57,186.11,24.16,14.99,104.83,55.76,48.07,29.47,45.18,75.03,32.78,294.97,21.35,132.17,20.35,144.28,148.12,205.04,115.61,43.61,19.96,23.55,9.39,149.4,114.45,101.15,526.2,126.59,168.78,9.25,282.83,37.59,68.2133,42.38,68.21,37.22,28.04,28.58,10.27,19.95,26.95,37.47,6.04,10.01,418.98,20.07,18.9,6.87,11.79,248.22,234.04,69.96,55.94,285.87,148.24,12.9,38.85,49.6,11.61,18.6,31.37,22.96,74.26,52.34,76.51,,63.57,14.04,30.71,41.11,335.7,174.66,84.83,31.68,27.71,23.75,45.2,12.79,68.27
2019-11-01,1095.6642,3941.82,74.69,27.99,185.28,75.38,76.6,40.31,38.03,32.73,114.33,48.3,88.2577,11.56,5.51,25.11,18.73,141.56,35.66,55.84,59.66,82.03,184.34,24.16,15.15,109.52,55.26,47.35,28.68,44.19,73.79,30.64,294.36,20.87,131.77,20.03,145.61,145.59,202.38,114.27,43.03,20.01,23.09,9.31,148.66,112.96,99.28,523.51,124.77,159.81,9.32,284.04,36.69,68.4182,41.79,67.37,37.22,26.0,28.28,10.12,19.68,26.12,37.02,5.96,8.82,415.43,19.19,18.68,6.83,11.75,251.83,224.33,69.2,54.83,279.08,147.69,12.74,38.74,48.81,11.68,17.94,31.37,21.86,73.22,51.1,75.82,,62.85,13.66,30.29,42.0,354.73,171.24,85.17,31.56,27.85,23.75,44.55,12.85,69.39
2019-11-04,1137.8824,3996.73,79.25,28.45,190.24,74.22,77.72,40.93,38.03,33.27,115.65,49.38,91.2936,11.83,5.51,25.4,19.22,143.38,36.17,56.25,59.74,83.65,185.72,24.16,15.19,103.26,56.38,47.32,28.87,44.63,76.96,31.4,293.45,21.18,134.55,21.26,147.61,140.75,203.41,115.52,43.42,19.96,23.81,9.46,150.51,114.03,100.64,539.62,125.53,164.89,9.51,288.49,37.45,68.8279,42.16,68.28,40.11,26.95,28.54,10.52,19.99,26.67,37.53,6.02,8.87,421.11,19.45,18.87,6.92,11.73,268.76,248.02,70.27,55.94,288.73,147.39,13.0,38.53,50.45,11.63,18.49,31.68,22.27,74.26,51.96,76.51,,64.58,13.72,30.29,42.14,356.45,175.04,85.0,32.17,27.85,23.89,44.83,12.85,69.72
2019-11-05,1125.8201,3992.28,78.15,28.36,187.4,74.47,77.27,41.02,37.28,33.41,117.24,49.98,91.9442,11.72,5.51,25.4,18.8,142.54,35.93,56.2,61.17,83.52,187.3,24.16,15.35,101.27,57.83,48.16,29.93,44.63,76.9,30.9,295.88,20.7,136.53,21.26,146.94,145.76,205.53,117.35,43.32,19.87,23.97,9.51,150.14,112.75,100.21,543.09,125.08,161.11,9.3,288.49,37.38,68.8279,42.08,69.76,37.58,26.74,28.85,10.68,19.76,26.89,37.59,5.97,8.8,421.11,19.01,19.16,6.89,11.71,268.49,251.52,70.88,56.29,290.52,150.6,12.94,39.5,51.42,11.48,18.58,31.65,22.18,74.47,51.58,76.51,,63.86,13.72,30.57,42.59,356.24,173.14,83.81,32.05,27.67,23.89,45.29,12.99,69.85
2019-11-06,1143.2435,3987.83,77.13,28.45,187.05,74.47,76.82,41.02,37.5,33.09,117.5,49.49,91.9442,11.75,5.51,25.4,18.88,142.82,35.93,57.34,60.72,84.87,184.34,24.16,14.95,102.98,56.88,48.4,29.84,44.52,75.26,30.88,298.0,20.09,135.07,21.4,149.6,147.65,222.06,116.52,43.13,20.01,24.33,9.54,150.88,114.24,99.93,538.98,126.59,165.32,9.3,292.94,37.42,69.2375,41.86,69.12,37.72,26.87,28.66,10.64,19.72,27.17,37.64,6.05,8.97,418.98,20.07,19.29,6.96,11.75,269.75,252.68,70.27,56.68,289.8,151.53,12.94,39.18,51.14,11.35,18.69,31.73,22.18,74.89,52.54,76.51,,64.44,13.66,30.43,42.0,351.51,173.9,74.84,31.92,28.38,24.03,45.85,13.01,70.45
2019-11-07,1134.5318,3949.24,84.85,27.99,184.92,75.05,76.15,41.64,37.71,32.73,117.24,49.22,92.5947,11.54,5.51,25.03,18.45,140.3,34.91,55.98,61.63,82.84,179.88,24.16,14.99,100.85,54.89,48.01,29.79,43.97,75.88,30.49,295.57,19.79,133.75,21.81,146.94,143.99,215.01,118.35,42.65,20.06,24.13,9.56,149.77,112.32,98.14,523.51,126.89,162.3,9.21,293.35,36.9,68.623,41.79,68.21,36.8,26.23,28.51,10.8,18.85,26.98,37.93,5.99,8.76,431.05,19.48,19.51,6.92,11.68,269.44,250.16,71.03,56.05,286.94,148.24,12.84,38.63,50.79,10.45,18.26,31.42,22.0,74.05,51.77,75.82,,62.99,13.53,29.95,40.96,361.48,175.04,74.5,31.32,28.38,23.66,44.92,12.93,68.67
2019-11-08,1137.8824,3961.11,89.4,28.17,186.34,74.72,77.05,41.73,37.5,33.09,117.5,49.6,93.4621,11.75,5.51,25.23,18.87,142.12,34.97,56.5,62.23,83.11,181.3,24.16,15.09,101.84,57.25,48.92,29.61,44.08,76.28,30.7,298.0,20.05,135.6,21.81,148.27,146.93,210.3,124.01,42.84,20.2,24.88,9.67,150.14,112.11,98.71,531.56,126.29,166.95,9.55,294.97,37.31,70.6715,41.64,68.56,36.94,26.63,28.05,11.2,21.26,26.87,38.94,6.0,8.89,434.6,20.07,19.77,7.03,11.64,274.31,252.3,71.41,56.8,286.59,145.2,13.04,38.85,50.4,10.17,18.63,31.86,23.24,74.47,52.06,76.16,,63.43,13.53,29.88,40.81,358.16,176.56,75.01,31.56,28.53,23.75,45.29,13.07,70.32
2019-11-11,1105.7161,3944.79,79.2,28.17,184.92,74.14,76.6,42.26,37.5,32.66,117.24,49.6,91.9442,11.56,5.51,24.99,18.5,140.16,34.81,56.74,60.95,82.44,177.44,24.16,14.92,100.28,58.45,47.68,29.79,43.65,75.09,29.97,295.27,19.4,131.77,21.84,146.94,142.86,206.07,120.27,42.26,20.15,23.68,9.51,148.66,112.54,97.99,512.78,124.47,163.05,9.28,286.87,37.35,69.0327,41.28,67.79,36.38,26.55,27.75,11.08,20.43,26.59,37.7,6.0,8.79,426.08,18.77,19.32,6.83,11.5,264.7,245.11,69.96,55.42,279.08,141.57,12.9,38.74,48.75,10.43,18.89,31.81,22.59,74.26,51.29,76.16,,63.14,13.28,29.75,40.22,353.83,172.0,74.33,31.07,28.67,23.94,44.55,12.71,70.12
2019-11-12,1091.6434,3906.2,75.14,27.52,181.74,73.64,75.26,40.49,36.96,32.19,114.07,48.73,89.5588,11.27,5.51,24.16,18.01,136.52,33.63,54.12,59.66,81.22,180.51,24.16,14.82,98.86,58.04,45.48,28.78,42.55,73.0,29.56,287.38,18.4,126.89,21.61,142.62,138.91,198.75,116.52,40.71,19.35,23.84,9.31,145.69,108.91,94.27,508.51,122.2,161.21,8.98,283.23,36.97,67.1891,39.66,66.53,35.53,25.92,27.49,10.83,19.32,25.82,36.46,5.89,8.62,412.59,18.21,18.1,6.77,11.32,255.9,248.22,69.28,53.77,272.29,135.16,12.77,36.68,47.28,10.11,18.66,30.6,22.13,73.22,48.32,74.62,,61.11,12.96,28.79,39.19,344.16,168.95,72.3,30.1,28.42,23.52,43.44,12.46,68.01
2019-11-13,1091.6434,3900.27,75.38,27.43,183.15,75.79,74.59,40.22,36.53,32.26,114.33,49.17,87.824,11.62,5.51,24.53,18.76,135.96,33.9,55.1,63.45,82.3,179.41,24.16,14.92,98.86,59.24,45.63,28.22,42.66,73.39,30.2,289.5,18.48,128.87,21.75,142.62,138.48,196.64,116.94,40.33,19.87,24.95,9.31,144.58,109.34,93.84,511.51,122.96,155.7,9.03,282.83,36.66,67.3939,40.02,66.67,35.68,25.89,27.3,10.8,22.12,27.2,37.02,5.83,8.58,421.11,18.27,17.91,6.8,11.26,256.71,244.72,73.32,55.23,273.01,135.5,12.71,36.78,46.94,10.36,19.59,30.78,22.27,72.38,48.61,74.45,,61.69,13.02,28.86,39.63,344.46,168.95,71.62,30.1,28.14,22.74,43.71,12.55,67.35
2019-11-14,1101.0252,3892.84,76.36,27.25,181.38,91.62,74.59,39.69,36.74,32.37,115.13,49.06,87.3903,11.78,5.51,24.53,18.8,135.26,33.71,55.32,62.76,82.71,175.7,24.16,15.02,98.14,58.66,45.87,28.13,41.89,71.41,29.21,286.77,18.31,127.68,21.64,141.29,139.94,195.39,115.77,40.23,19.12,24.56,9.25,143.84,109.76,93.91,514.04,121.44,156.78,8.87,282.02,36.28,66.5746,40.1,68.77,35.18,26.05,27.07,10.58,21.77,26.29,36.51,5.77,8.51,423.95,18.48,17.66,6.82,11.28,256.71,245.11,73.63,55.31,269.08,136.72,12.67,36.68,46.88,10.24,19.59,30.4,22.09,71.96,47.94,73.76,,61.69,13.02,28.72,39.04,349.8,167.81,71.62,29.74,28.42,22.69,43.9,12.57,68.14
